1, 8126, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8119, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8120, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 3268, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8133, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8122, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 590, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 1398, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8128, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8130, 18, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 
1, 8132, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8129, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8131, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8134, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8125, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8149, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8163, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8123, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8168, 31, 0, 1, 0, 0, 0, 0, 0, 4, 4, 0, 0, 
1, 8147, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8124, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8148, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 1375, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8121, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 5236, 38, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8144, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8138, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8167, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8135, 45, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8162, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8160, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 5243, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 3259, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8150, 52, 0, 1, 0, 0, 3, 3, 0, 5, 5, 0, 0, 
1, 8157, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8145, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8127, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8153, 61, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8143, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 769, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8155, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8137, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8139, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8140, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8141, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 1403, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8152, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8142, 77, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8151, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8136, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8146, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 5992, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 6058, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 5990, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8887, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8898, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 134, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8890, 92, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 6043, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 187, 97, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 675, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 5988, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 5989, 103, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8894, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 12086, 107, 0, 1, 5, 0, 0, 5, 0, 4, 0, 0, 0, 
1, 8154, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 6003, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 5996, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 702, 113, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 699, 115, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 
1, 242, 116, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 227, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 246, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 6000, 120, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
1, 8213, 123, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 5998, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 1347, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 55, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 779, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 780, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 8164, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 441, 136, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 13608, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
